Code,Notes,Course,Dur,Start Date, End Date, Type,Sec,Days,Time,Loc.,Inst.,Dept,CourseCode,
1579101,"FL,LA,NE",ACTG 4P61 ,D2,2016/Sep/07,2016/Dec/06,LEC,1, T R,1400-1530,TH147,"Hollo,Sangeeta",ACTG, 4P61, 
1580102,"FL,LA,NE",ACTG 4P61 ,D2,2016/Sep/07,2016/Dec/06,LEC,2, TF ,1530-1700,TA403 ,"Adamson, Ian L",ACTG, 4P61, 
1581101,"EX,LA",ACTG 4P62 ,D2,2016/Sep/07,2016/Dec/06,LEC,1,M W ,1230-1400,TH255,"Chasse,Norman",ACTG, 4P62, 
1582102,"EX,LA",ACTG 4P62 ,D2,2016/Sep/07,2016/Dec/06,LEC,2,F ,1230-1400,TH255,"Culumovic,Louis",ACTG, 4P62, 
0,"EX,LA",ACTG 4P62 ,D2,2016/Sep/07,2016/Dec/06,LEC2,2,W ,1400-1530,TH255,"Culumovic,Louis",ACTG, 4P62, 
1583103,"EX,LA",ACTG 4P62 ,D2,2016/Sep/07,2016/Dec/06,LEC,3,M ,800 -930 ,TA405 ,"Culumovic,Louis",ACTG, 4P62, 
0,"EX,LA",ACTG 4P62 ,D2,2016/Sep/07,2016/Dec/06,LEC2,3, R,1100-1230,TA405 ,"Culumovic,Louis",ACTG, 4P62, 
1584101,BB,ACTG 4P62 ,D3,2017/Jan/09,2017/Apr/07,LEC,1,F ,930 -1100,TA203,"Chasse,Norman",ACTG, 4P62, 
0,BB,ACTG 4P62 ,D3,2017/Jan/09,2017/Apr/07,LEC2,1, T,1100-1230,TA203,"Chasse,Norman",ACTG, 4P62, 
1585102,BB,ACTG 4P62 ,D3,2017/Jan/09,2017/Apr/07,LEC,2, R,1230-1400,TH256 ,"Chasse,Norman",ACTG, 4P62, 
0,BB,ACTG 4P62 ,D3,2017/Jan/09,2017/Apr/07,LEC2,2,M ,1400-1530,TH255 ,"Chasse,Norman",ACTG, 4P62, 
1586103,"BB,a",ACTG 4P62 ,D3,2017/Jan/09,2017/Apr/07,LEC,3, T R,800 -930 ,TA307,Tba,ACTG, 4P62, 
4534101,OZ,ADED 0N01 ,D2,2016/Sep/07,2016/Dec/06,PRO ,1,,Project Course,TBS,See Dept,ADED, 0N01, 
4535101,OZ,ADED 0N01 ,D3,2017/Jan/09,2017/Apr/07,PRO ,1,,Project Course,TBS,See Dept,ADED, 0N01, 
4536101,UP,ADED 1P31 ,D2,2016/Sep/07,2016/Dec/06,WWW ,1,,Online Course,TBS,"Duenkel, Nicky",ADED, 1P31, 
4537101,UP,ADED 1P41 ,D3,2017/Jan/09,2017/Apr/07,WWW ,1,,Online Course,TBS,Adedtba1,ADED, 1P41, 
4541101,UP,ADED 3P11 ,D3,2017/Jan/09,2017/Apr/07,WWW ,1,,Online Course,TBS,Adedtba2,ADED, 3P11, 
4542101,UP,ADED 3P22 ,D2,2016/Sep/07,2016/Dec/06,WWW ,1,,Online Course,TBS,"Olsen,Star",ADED, 3P22, 
4543101,"FB,UP",ADED 3P41 ,D3,2017/Jan/09,2017/Apr/07,WWW ,1,,Online Course,TBS,Adedtba1,ADED, 3P41, 
4559101,"BH,BX",ADED 4F31 ,D2,2016/Sep/07,2016/Dec/06,WWW ,1,,Online Course,TBS,"Han,Andrew",ADED, 4F31, 
4560102,"BH,BX",ADED 4F31 ,D2,2016/Sep/07,2016/Dec/06,WWW ,2,,Online Course,TBS,"Bigrigg, Eric",ADED, 4F31, 
4561103,"BH,BX",ADED 4F31 ,D2,2016/Sep/07,2016/Dec/06,WWW ,3,,Online Course,TBS,"Perschonke, Linda A",ADED, 4F31, 
4562104,"BH,BX,a",ADED 4F31 ,D2,2016/Sep/07,2016/Dec/06,WWW ,4,,Online Course,TBS,Adedtba4,ADED, 4F31, 
4555101,"BH,BX",ADED 4F31 ,D3,2017/Jan/09,2017/Apr/07,WWW ,1,,Online Course,TBS,Adedtba1,ADED, 4F31, 
4556102,"BH,BX",ADED 4F31 ,D3,2017/Jan/09,2017/Apr/07,WWW ,2,,Online Course,TBS,Adedtba2,ADED, 4F31, 
4557103,"BH,BX,a",ADED 4F31 ,D3,2017/Jan/09,2017/Apr/07,WWW ,3,,Online Course,TBS,Adedtba3,ADED, 4F31, 
4558104,"BH,BX,a",ADED 4F31 ,D3,2017/Jan/09,2017/Apr/07,WWW ,4,,Online Course,TBS,Adedtba4,ADED, 4F31, 
4551105,"BH,BX",ADED 4F31 ,D3,2017/Jan/09,2017/Apr/07,LEC,5, S,900 -1500,WH207,Adedtba5,ADED, 4F31, 
4552108,"BH,BX",ADED 4F31 ,D3,2017/Jan/09,2017/Apr/07,LEC,8, R,1700-2230,OC159,Adedtba8,ADED, 4F31, 
4553110,"BH,BX",ADED 4F31 ,D3,2017/Jan/09,2017/Apr/07,LEC,10, S,900 -1500,OC226,Adedtba10,ADED, 4F31, 
4554113,"BH,BX",ADED 4F31 ,D3,2017/Jan/09,2017/Apr/07,LEC,13, S,900 -1500,OC085,Adedtba3,ADED, 4F31, 
4575101,"BH,BX",ADED 4F32 ,D2,2016/Sep/07,2016/Dec/06,WWW ,1,,Online Course,TBS,"Saudelli,Mary",ADED, 4F32, 
4576102,"BH,BX",ADED 4F32 ,D2,2016/Sep/07,2016/Dec/06,WWW ,2,,Online Course,TBS,"MacAluso,Rose",ADED, 4F32, 
4577103,"BH,BX,a",ADED 4F32 ,D2,2016/Sep/07,2016/Dec/06,WWW ,3,,Online Course,TBS,Adedtba3,ADED, 4F32, 
4578104,"BH,BX,a",ADED 4F32 ,D2,2016/Sep/07,2016/Dec/06,WWW ,4,,Online Course,TBS,Adedtba4,ADED, 4F32, 
4570105,"BH,BX",ADED 4F32 ,D2,2016/Sep/07,2016/Dec/06,LEC,5, T R,1430-1730,OC188,"Durham,Mark",ADED, 4F32, 
4571101,"BH,BX",ADED 4F32 ,D3,2017/Jan/09,2017/Apr/07,WWW ,1,,Online Course,TBS,Adedtba1,ADED, 4F32, 
4572102,"BH,BX",ADED 4F32 ,D3,2017/Jan/09,2017/Apr/07,WWW ,2,,Online Course,TBS,Adedtba2,ADED, 4F32, 
4573103,"BH,BX",ADED 4F32 ,D3,2017/Jan/09,2017/Apr/07,WWW ,3,,Online Course,TBS,Adedtba3,ADED, 4F32, 
4574104,"BH,BX,a",ADED 4F32 ,D3,2017/Jan/09,2017/Apr/07,WWW ,4,,Online Course,TBS,Adedtba4,ADED, 4F32, 
4585101,"BH,BX",ADED 4F33 ,D2,2016/Sep/07,2016/Dec/06,WWW ,1,,Online Course,TBS,"Byrne,S",ADED, 4F33, 
4586102,"BH,BX",ADED 4F33 ,D2,2016/Sep/07,2016/Dec/06,WWW ,2,,Online Course,TBS,"Daines,J",ADED, 4F33, 
4587103,"BH,BX,a",ADED 4F33 ,D2,2016/Sep/07,2016/Dec/06,WWW ,3,,Online Course,TBS,Adedtba3,ADED, 4F33, 
4588104,"BH,BX,a",ADED 4F33 ,D2,2016/Sep/07,2016/Dec/06,WWW ,4,,Online Course,TBS,Adedtba4,ADED, 4F33, 
4579110,"BH,BX",ADED 4F33 ,D2,2016/Sep/07,2016/Dec/06,LEC,10, S,900 -1500,OC226,"Dixon,Julie",ADED, 4F33, 
4581101,"BH,BX",ADED 4F33 ,D3,2017/Jan/09,2017/Apr/07,WWW ,1,,Online Course,TBS,Adedtba1,ADED, 4F33, 
4582102,"BH,BX",ADED 4F33 ,D3,2017/Jan/09,2017/Apr/07,WWW ,2,,Online Course,TBS,Adedtba2,ADED, 4F33, 
4583103,"BH,BX,a",ADED 4F33 ,D3,2017/Jan/09,2017/Apr/07,WWW ,3,,Online Course,TBS,Adedtba3,ADED, 4F33, 
4584104,"BH,BX,a",ADED 4F33 ,D3,2017/Jan/09,2017/Apr/07,WWW ,4,,Online Course,TBS,Adedtba4,ADED, 4F33, 
4580105,"BH,BX",ADED 4F33 ,D3,2017/Jan/09,2017/Apr/07,LEC,5, T R,1430-1730,OC188,Tba,ADED, 4F33, 
4595101,"BH,BX",ADED 4F34 ,D2,2016/Sep/07,2016/Dec/06,WWW ,1,,Online Course,TBS,"Reinhart-Rahn,Carol",ADED, 4F34, 
4596102,"BH,BX",ADED 4F34 ,D2,2016/Sep/07,2016/Dec/06,WWW ,2,,Online Course,TBS,"Vickers,Virginia",ADED, 4F34, 
4597103,"BH,BX,a",ADED 4F34 ,D2,2016/Sep/07,2016/Dec/06,WWW ,3,,Online Course,TBS,Adedtba3,ADED, 4F34, 
4598104,"BH,BX,a",ADED 4F34 ,D2,2016/Sep/07,2016/Dec/06,WWW ,4,,Online Course,TBS,Adedtba4,ADED, 4F34, 
4589115,"BH,BX",ADED 4F34 ,D2,2016/Sep/07,2016/Dec/06,LEC,15, S,900 -1500,OC098,"West,Philip",ADED, 4F34, 
4591101,"BH,BX",ADED 4F34 ,D3,2017/Jan/09,2017/Apr/07,WWW ,1,,Online Course,TBS,Adedtba1,ADED, 4F34, 
4592102,"BH,BX",ADED 4F34 ,D3,2017/Jan/09,2017/Apr/07,WWW ,2,,Online Course,TBS,Adedtba2,ADED, 4F34, 
4593103,"BH,BX,a",ADED 4F34 ,D3,2017/Jan/09,2017/Apr/07,WWW ,3,,Online Course,TBS,Adedtba3,ADED, 4F34, 
4594104,"BH,BX,a",ADED 4F34 ,D3,2017/Jan/09,2017/Apr/07,WWW ,4,,Online Course,TBS,Adedtba4,ADED, 4F34, 
4590110,"BH,BX",ADED 4F34 ,D3,2017/Jan/09,2017/Apr/07,LEC,10, S,900 -1500,OC226,Adedtba10,ADED, 4F34, 
4600101,"BH,BX",ADED 4F35 ,D2,2016/Sep/07,2016/Dec/06,WWW ,1,,Online Course,TBS,"Sawh,Paul",ADED, 4F35, 
4601102,"BH,BX",ADED 4F35 ,D2,2016/Sep/07,2016/Dec/06,WWW ,2,,Online Course,TBS,"Marshall,Patricia",ADED, 4F35, 
4602103,"BH,BX,a",ADED 4F35 ,D2,2016/Sep/07,2016/Dec/06,WWW ,3,,Online Course,TBS,Adedtba3,ADED, 4F35, 
4603104,"BH,BX,a",ADED 4F35 ,D2,2016/Sep/07,2016/Dec/06,WWW ,4,,Online Course,TBS,Adedtba4,ADED, 4F35, 
4604101,"BH,BX",ADED 4F35 ,D3,2017/Jan/09,2017/Apr/07,WWW ,1,,Online Course,TBS,Adedtba1,ADED, 4F35, 
4605102,"BH,BX",ADED 4F35 ,D3,2017/Jan/09,2017/Apr/07,WWW ,2,,Online Course,TBS,Adedtba2,ADED, 4F35, 
4606103,"BH,BX,a",ADED 4F35 ,D3,2017/Jan/09,2017/Apr/07,WWW ,3,,Online Course,TBS,Adedtba3,ADED, 4F35, 
4607104,"BH,BX,a",ADED 4F35 ,D3,2017/Jan/09,2017/Apr/07,WWW ,4,,Online Course,TBS,Adedtba4,ADED, 4F35, 
4599115,"BH,BX",ADED 4F35 ,D3,2017/Jan/09,2017/Apr/07,LEC,15, S,900 -1500,OC098,Adedtba5,ADED, 4F35, 
6103106,"FB,UP",ADED 4P97 ,D3,2017/Jan/09,2017/Apr/07,WWW,6,,Online Course,ONLINE,Tba,ADED, 4P97, 
1587101,OC,ADMI 0N11 ,D2,2016/Sep/07,2016/Dec/06,PRO ,1,,Project Course,TBS,See Dept,ADMI, 0N11, 
1588101,OC,ADMI 0N11 ,D3,2017/Jan/09,2017/Apr/07,PRO ,1,,Project Course,TBS,See Dept,ADMI, 0N11, 
1589101,OC,ADMI 0N12 ,D2,2016/Sep/07,2016/Dec/06,PRO ,1,,Project Course,TBS,See Dept,ADMI, 0N12, 
1590101,OC,ADMI 0N12 ,D3,2017/Jan/09,2017/Apr/07,PRO ,1,,Project Course,TBS,See Dept,ADMI, 0N12, 
1591101,OC,ADMI 0N13 ,D2,2016/Sep/07,2016/Dec/06,PRO ,1,,Project Course,TBS,See Dept,ADMI, 0N13, 
1592101,OC,ADMI 0N13 ,D3,2017/Jan/09,2017/Apr/07,PRO ,1,,Project Course,TBS,See Dept,ADMI, 0N13, 
1593101,OC,ADMI 0N14 ,D2,2016/Sep/07,2016/Dec/06,PRO ,1,,Project Course,TBS,See Dept,ADMI, 0N14, 
1594101,OC,ADMI 0N14 ,D3,2017/Jan/09,2017/Apr/07,PRO ,1,,Project Course,TBS,See Dept,ADMI, 0N14, 
1595101,OC,ADMI 0N15 ,D2,2016/Sep/07,2016/Dec/06,PRO ,1,,Project Course,TBS,See Dept,ADMI, 0N15, 
1596101,OC,ADMI 0N15 ,D3,2017/Jan/09,2017/Apr/07,PRO ,1,,Project Course,TBS,See Dept,ADMI, 0N15, 
1597101,OC,ADMI 0N90 ,D2,2016/Sep/07,2016/Dec/06,LEC,1,W ,1700-1900,THSOS,"Zhu,Julia",ADMI, 0N90, 
2809101,,ADST 3P82 ,D3,2017/Jan/09,2017/Apr/07,LEC,1,M ,800 -1000,WH206,Histtba10,ADST, 3P82, 
2808201,,ADST 3P82 ,D3,2017/Jan/09,2017/Apr/07,SEM1,1, T,1300-1400,MCA323,,ADST, 3P82, 
2808202,,ADST 3P82 ,D3,2017/Jan/09,2017/Apr/07,SEM2,1, T,1100-1200,PL408,,ADST, 3P82, 
1608101,DH,ADST 4P00 ,D2,2016/Sep/07,2016/Dec/06,WWW ,1,,Online Course,TBS,Adsttba1,ADST, 4P00, 
1609101,DH,ADST 4P50 ,D3,2017/Jan/09,2017/Apr/07,WWW ,1,,Online Course,TBS,Adsttba1,ADST, 4P50, 
1610101,DH,ADST 4P90 ,D2,2016/Sep/07,2016/Dec/06,WWW ,1,,Online Course,TBS,"Maich,Kimberly",ADST, 4P90, 
1611101,DH,ADST 4P91 ,D3,2017/Jan/09,2017/Apr/07,WWW ,1,,Online Course,TBS,"Zonneveld,Kimberley",ADST, 4P91, 
1612101,DH,ADST 4P95 ,D3,2017/Jan/09,2017/Apr/07,WWW ,1,,Online Course,TBS,Adsttba1,ADST, 4P95, 
1619101,PQ,APCO 1P00 ,D2,2016/Sep/07,2016/Dec/06,LEC,1,W F ,1400-1530,AS202,"Radue, Jonathan",APCO, 1P00, 
1619401,,APCO 1P00 ,D2,2016/Sep/07,2016/Dec/06,LAB1,1,W ,1000-1200,MCJ301,,APCO, 1P00, 
1619402,,APCO 1P00 ,D2,2016/Sep/07,2016/Dec/06,LAB2,1, T,1400-1600,MCJ301,,APCO, 1P00, 
1619403,,APCO 1P00 ,D2,2016/Sep/07,2016/Dec/06,LAB3,1,M ,1000-1200,MCJ301,,APCO, 1P00, 
1619404,,APCO 1P00 ,D2,2016/Sep/07,2016/Dec/06,LAB4,1,F ,1000-1200,MCJ301,,APCO, 1P00, 
1619405,,APCO 1P00 ,D2,2016/Sep/07,2016/Dec/06,LAB5,1, T,1200-1400,MCJ301,,APCO, 1P00, 
1619406,,APCO 1P00 ,D2,2016/Sep/07,2016/Dec/06,LAB6,1, R,1600-1800,MCJ301,,APCO, 1P00, 
1619407,,APCO 1P00 ,D2,2016/Sep/07,2016/Dec/06,LAB7,1,M ,1800-2000,MCJ301,,APCO, 1P00, 
1619501,,APCO 1P00 ,D2,2016/Sep/07,2016/Dec/06,TUT1,1,W ,1600-1700,TH243,,APCO, 1P00, 
1620101,PQ,APCO 1P00 ,D3,2017/Jan/09,2017/Apr/07,LEC,1, T,1900-2200,AS204,"Radue, Jonathan",APCO, 1P00, 
1620401,,APCO 1P00 ,D3,2017/Jan/09,2017/Apr/07,LAB1,1, R,1600-1800,MCJ301,,APCO, 1P00, 
1620402,,APCO 1P00 ,D3,2017/Jan/09,2017/Apr/07,LAB2,1,W ,1800-2000,MCJ301,,APCO, 1P00, 
1620403,,APCO 1P00 ,D3,2017/Jan/09,2017/Apr/07,LAB3,1,F ,1200-1400,MCJ301,,APCO, 1P00, 
1620404,,APCO 1P00 ,D3,2017/Jan/09,2017/Apr/07,LAB4,1,F ,1000-1200,MCJ301,,APCO, 1P00, 
1620405,,APCO 1P00 ,D3,2017/Jan/09,2017/Apr/07,LAB5,1,F ,800 -1000,MCJ301,,APCO, 1P00, 
1620406,,APCO 1P00 ,D3,2017/Jan/09,2017/Apr/07,LAB6,1, R,1400-1600,MCJ301,,APCO, 1P00, 
1620407,,APCO 1P00 ,D3,2017/Jan/09,2017/Apr/07,LAB7,1, R,1200-1400,MCJ301,,APCO, 1P00, 
1620408,a,APCO 1P00 ,D3,2017/Jan/09,2017/Apr/07,LAB8,1,M ,2000-2200,MCJ301,,APCO, 1P00, 
1620409,,APCO 1P00 ,D3,2017/Jan/09,2017/Apr/07,LAB9,1,M ,1800-2000,MCJ301,,APCO, 1P00, 
1620410,,APCO 1P00 ,D3,2017/Jan/09,2017/Apr/07,LAB 10,1,M ,1600-1800,MCJ301,,APCO, 1P00, 
1620501,,APCO 1P00 ,D3,2017/Jan/09,2017/Apr/07,TUT1,1, T,1800-1900,AS204,,APCO, 1P00, 
1624101,PQ,APCO 1P01 ,D2,2016/Sep/07,2016/Dec/06,LEC,1,W ,1900-2200,TH247,"Foxwell,E",APCO, 1P01, 
1624401,,APCO 1P01 ,D2,2016/Sep/07,2016/Dec/06,LAB1,1,W ,1000-1200,MCD205,,APCO, 1P01, 
1624402,,APCO 1P01 ,D2,2016/Sep/07,2016/Dec/06,LAB2,1, R,1400-1600,MCD205,,APCO, 1P01, 
1624403,,APCO 1P01 ,D2,2016/Sep/07,2016/Dec/06,LAB3,1, T,1400-1600,MCD205,,APCO, 1P01, 
1624404,,APCO 1P01 ,D2,2016/Sep/07,2016/Dec/06,LAB4,1,M ,1800-2000,MCD205,,APCO, 1P01, 
1624405,,APCO 1P01 ,D2,2016/Sep/07,2016/Dec/06,LAB5,1,M ,1400-1600,MCD205,,APCO, 1P01, 
1624406,a,APCO 1P01 ,D2,2016/Sep/07,2016/Dec/06,LAB6,1,M ,1200-1400,MCD205,,APCO, 1P01, 
1624407,,APCO 1P01 ,D2,2016/Sep/07,2016/Dec/06,LAB7,1,M ,1600-1800,MCD205,,APCO, 1P01, 
1624408,,APCO 1P01 ,D2,2016/Sep/07,2016/Dec/06,LAB8,1,W ,1700-1900,MCD205,,APCO, 1P01, 
1623101,PQ,APCO 1P01 ,D3,2017/Jan/09,2017/Apr/07,LEC,1, T R,1030-1200,THSOS,"Foxwell,E",APCO, 1P01, 
1623401,a,APCO 1P01 ,D3,2017/Jan/09,2017/Apr/07,LAB1,1, R,1400-1600,MCD205,,APCO, 1P01, 
1623402,,APCO 1P01 ,D3,2017/Jan/09,2017/Apr/07,LAB2,1, R,1200-1400,MCD205,,APCO, 1P01, 
1623403,a,APCO 1P01 ,D3,2017/Jan/09,2017/Apr/07,LAB3,1, R,800 -1000,MCD205,,APCO, 1P01, 
1623404,a,APCO 1P01 ,D3,2017/Jan/09,2017/Apr/07,LAB4,1,W ,800 -1000,MCD205,,APCO, 1P01, 
1623405,,APCO 1P01 ,D3,2017/Jan/09,2017/Apr/07,LAB5,1, T,1400-1600,MCD205,,APCO, 1P01, 
1623406,,APCO 1P01 ,D3,2017/Jan/09,2017/Apr/07,LAB6,1, T,1200-1400,MCD205,,APCO, 1P01, 
1623407,,APCO 1P01 ,D3,2017/Jan/09,2017/Apr/07,LAB7,1,M ,1800-2000,MCD205,,APCO, 1P01, 
1623408,,APCO 1P01 ,D3,2017/Jan/09,2017/Apr/07,LAB8,1, T,800 -1000,MCD205,,APCO, 1P01, 
2038101,,APCO 1P50 ,D2,2016/Sep/07,2016/Dec/06,BLD,1, T R,1100-1230,TH325,"Radue, Jonathan",APCO, 1P50, 
2036201,eg,APCO 1P50 ,D2,2016/Sep/07,2016/Dec/06,SEM1,1ONLINE,,APCO, 1P50, 
2036202,eg,APCO 1P50 ,D2,2016/Sep/07,2016/Dec/06,SEM2,1ONLINE,,APCO, 1P50, 
2036203,eg,APCO 1P50 ,D2,2016/Sep/07,2016/Dec/06,SEM3,1ONLINE,,APCO, 1P50, 
2036204,eg,APCO 1P50 ,D2,2016/Sep/07,2016/Dec/06,SEM4,1ONLINE,,APCO, 1P50, 
2036205,eg,APCO 1P50 ,D2,2016/Sep/07,2016/Dec/06,SEM5,1ONLINE,,APCO, 1P50, 
2036206,eg,APCO 1P50 ,D2,2016/Sep/07,2016/Dec/06,SEM6,1ONLINE,,APCO, 1P50, 
2036207,eg,APCO 1P50 ,D2,2016/Sep/07,2016/Dec/06,SEM7,1ONLINE,,APCO, 1P50, 
2036208,eg,APCO 1P50 ,D2,2016/Sep/07,2016/Dec/06,SEM8,1ONLINE,,APCO, 1P50, 
2036209,eg,APCO 1P50 ,D2,2016/Sep/07,2016/Dec/06,SEM9,1ONLINE,,APCO, 1P50, 
2036210,eg,APCO 1P50 ,D2,2016/Sep/07,2016/Dec/06,SEM 10,1ONLINE,,APCO, 1P50, 
2036211,eg,APCO 1P50 ,D2,2016/Sep/07,2016/Dec/06,SEM 11,1ONLINE,,APCO, 1P50, 
2036212,"a,eg",APCO 1P50 ,D2,2016/Sep/07,2016/Dec/06,SEM 12,1ONLINE,,APCO, 1P50, 
2036213,"a,eg",APCO 1P50 ,D2,2016/Sep/07,2016/Dec/06,SEM 13,1ONLINE,,APCO, 1P50, 
2036214,"a,eg",APCO 1P50 ,D2,2016/Sep/07,2016/Dec/06,SEM 14,1ONLINE,,APCO, 1P50, 
2039101,,APCO 1P50 ,D3,2017/Jan/09,2017/Apr/07,BLD,1,W F ,1530-1700,THSOS,"Radue, Jonathan",APCO, 1P50, 
2037201,eg,APCO 1P50 ,D3,2017/Jan/09,2017/Apr/07,SEM1,1ONLINE,,APCO, 1P50, 
2037202,eg,APCO 1P50 ,D3,2017/Jan/09,2017/Apr/07,SEM2,1ONLINE,,APCO, 1P50, 
2037203,eg,APCO 1P50 ,D3,2017/Jan/09,2017/Apr/07,SEM3,1ONLINE,,APCO, 1P50, 
2037204,eg,APCO 1P50 ,D3,2017/Jan/09,2017/Apr/07,SEM4,1ONLINE,,APCO, 1P50, 
2037205,eg,APCO 1P50 ,D3,2017/Jan/09,2017/Apr/07,SEM5,1ONLINE,,APCO, 1P50, 
2037206,eg,APCO 1P50 ,D3,2017/Jan/09,2017/Apr/07,SEM6,1ONLINE,,APCO, 1P50, 
2037207,eg,APCO 1P50 ,D3,2017/Jan/09,2017/Apr/07,SEM7,1ONLINE,,APCO, 1P50, 
2037208,eg,APCO 1P50 ,D3,2017/Jan/09,2017/Apr/07,SEM8,1ONLINE,,APCO, 1P50, 
2037209,eg,APCO 1P50 ,D3,2017/Jan/09,2017/Apr/07,SEM9,1ONLINE,,APCO, 1P50, 
2037210,eg,APCO 1P50 ,D3,2017/Jan/09,2017/Apr/07,SEM 10,1ONLINE,,APCO, 1P50, 
2037211,"a,eg",APCO 1P50 ,D3,2017/Jan/09,2017/Apr/07,SEM 11,1ONLINE,,APCO, 1P50, 
2037212,"a,eg",APCO 1P50 ,D3,2017/Jan/09,2017/Apr/07,SEM 12,1ONLINE,,APCO, 1P50, 
2037213,"a,eg",APCO 1P50 ,D3,2017/Jan/09,2017/Apr/07,SEM 13,1ONLINE,,APCO, 1P50, 
2037214,"a,eg",APCO 1P50 ,D3,2017/Jan/09,2017/Apr/07,SEM 14,1ONLINE,,APCO, 1P50, 
1627101,PQ,APCO 1P93 ,D3,2017/Jan/09,2017/Apr/07,LEC,1, T R,1400-1530,TH244,"McCarthy, David",APCO, 1P93, 
1627401,a,APCO 1P93 ,D3,2017/Jan/09,2017/Apr/07,LAB1,1,W ,1000-1200,MCJ310,,APCO, 1P93, 
1627402,,APCO 1P93 ,D3,2017/Jan/09,2017/Apr/07,LAB2,1,M ,1400-1600,MCJ310,,APCO, 1P93, 
1627403,,APCO 1P93 ,D3,2017/Jan/09,2017/Apr/07,LAB3,1, T,1200-1400,MCJ310,,APCO, 1P93, 
1627404,,APCO 1P93 ,D3,2017/Jan/09,2017/Apr/07,LAB4,1,M ,1000-1200,MCJ310,,APCO, 1P93, 
1627405,,APCO 1P93 ,D3,2017/Jan/09,2017/Apr/07,LAB5,1,M ,1600-1800,MCJ310,,APCO, 1P93, 
1627406,,APCO 1P93 ,D3,2017/Jan/09,2017/Apr/07,LAB6,1, R,1000-1200,MCJ310,,APCO, 1P93, 
1627501,,APCO 1P93 ,D3,2017/Jan/09,2017/Apr/07,TUT1,1, R,1600-1700,TH246,,APCO, 1P93, 
1629101,PQ,APCO 2P11 ,D2,2016/Sep/07,2016/Dec/06,LEC,1, T,1000-1200,AS216 ,"Bockus, Dave F",APCO, 2P11, 
1629401,,APCO 2P11 ,D2,2016/Sep/07,2016/Dec/06,LAB1,1, R,900 -1200,MCJ327,,APCO, 2P11, 
1629402,,APCO 2P11 ,D2,2016/Sep/07,2016/Dec/06,LAB2,1,W ,1100-1400,MCJ327,,APCO, 2P11, 
1629403,a,APCO 2P11 ,D2,2016/Sep/07,2016/Dec/06,LAB3,1,F ,900 -1200,MCJ327,,APCO, 2P11, 
1629404,,APCO 2P11 ,D2,2016/Sep/07,2016/Dec/06,LAB4,1, T,1300-1600,MCJ327,,APCO, 2P11, 
2059101,,APCO 2P89 ,D2,2016/Sep/07,2016/Dec/06,LEC,1,M W ,1400-1530,AS217,"McCarthy, David",APCO, 2P89, 
2058401,,APCO 2P89 ,D2,2016/Sep/07,2016/Dec/06,LAB1,1,W ,1000-1200,MCJ310,,APCO, 2P89, 
2058402,,APCO 2P89 ,D2,2016/Sep/07,2016/Dec/06,LAB2,1,M ,900 -1100,MCJ310,,APCO, 2P89, 
2058403,a,APCO 2P89 ,D2,2016/Sep/07,2016/Dec/06,LAB3,1, T,1600-1800,MCJ310,,APCO, 2P89, 
2058404,,APCO 2P89 ,D2,2016/Sep/07,2016/Dec/06,LAB4,1,F ,1400-1600,MCJ310,,APCO, 2P89, 
2058405,,APCO 2P89 ,D2,2016/Sep/07,2016/Dec/06,LAB5,1,W ,1800-2000,MCJ310,,APCO, 2P89, 
2058406,,APCO 2P89 ,D2,2016/Sep/07,2016/Dec/06,LAB6,1,M ,1800-2000,MCJ310,,APCO, 2P89, 
2058407,,APCO 2P89 ,D2,2016/Sep/07,2016/Dec/06,LAB7,1, R,800 -1000,MCJ310,,APCO, 2P89, 
1631101,,APCO 2P99 ,D2,2016/Sep/07,2016/Dec/06,PRO ,1,,Project Course,TBS,See Dept,APCO, 2P99, 
1632101,,APCO 2P99 ,D3,2017/Jan/09,2017/Apr/07,PRO ,1,,Project Course,TBS,See Dept,APCO, 2P99, 
2070101,,APCO 3P94 ,D3,2017/Jan/09,2017/Apr/07,LEC,1,M W ,1230-1400,TH256,"Bockus, Dave F",APCO, 3P94, 
2069201,,APCO 3P94 ,D3,2017/Jan/09,2017/Apr/07,SEM1,1,W ,1000-1200,MCD301,,APCO, 3P94, 
2069202,,APCO 3P94 ,D3,2017/Jan/09,2017/Apr/07,SEM2,1, T,1300-1500,MCC401,,APCO, 3P94, 
2069203,,APCO 3P94 ,D3,2017/Jan/09,2017/Apr/07,SEM3,1,F ,1300-1500,MCC404,,APCO, 3P94, 
2069204,,APCO 3P94 ,D3,2017/Jan/09,2017/Apr/07,SEM4,1,M ,1400-1600,MCD303,,APCO, 3P94, 
1643101,,ASTR 1P01 ,D2,2016/Sep/07,2016/Dec/06,LEC,1,MT R,1700-1800,THSOS,"Mitrovic, Bozidar",ASTR, 1P01, 
1644102,,ASTR 1P01 ,D2,2016/Sep/07,2016/Dec/06,WWW ,2,,Online Course,ONLINE,"D'Agostino,Santo",ASTR, 1P01, 
1645101,,ASTR 1P02 ,D3,2017/Jan/09,2017/Apr/07,LEC,1,MT R,1800-1900,THSOS,"Mitrovic, Bozidar",ASTR, 1P02, 
1646102,,ASTR 1P02 ,D3,2017/Jan/09,2017/Apr/07,WWW ,2,,Online Course,ONLINE,"D'Agostino,Santo",ASTR, 1P02, 
